Food Related,Bill Number,Bill Title,Introducers,Committee Assignment,Current Status,Description,Bill URL,Archived
false,HB1474,RELATING TO THE INSURANCE AFFORDABILITY ASSISTANCE PILOT PROGRAM.,"LA CHICA, ALCOS, AMATO, COCHRAN, GARCIA, GRANDINETTI, IWAMOTO, KILA, KUSCH, MARTEN, MATSUMOTO, QUINLAN, WARD","CPC, FIN","(H) 1/27/2025- Referred to CPC, FIN, referral sheet 4",Establishes the Insurance Affordability Assistance Pilot Program within the Insurance Division of the Department of Commerce and Consumer Affairs to assist eligible homeowners with sudden increases in property insurance premiums.  Sunsets 6/30/2028.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1474&year=2025,true
false,HB1479,RELATING TO AUDIBLE VEHICLE REVERSE WARNING SYSTEMS.,TAKENOUCHI,"LAB, FIN","(H) 1/27/2025- Referred to LAB, FIN, referral sheet 4","Requires the use of current audible reverse warning systems (back-up beepers) on state and county-owned vehicles purchased on or after 1/1/2028, with more effective broadband reversing alarms by 1/1/2028.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1479&year=2025,true
false,HB1480,RELATING TO HOUSING.,TAKENOUCHI,"HSG, WAL, JHA","(H) 1/27/2025- Referred to HSG, WAL, JHA, referral sheet 4","Requires housing projects developed pursuant to section 201H-38, HRS, to be located within county-designated transit-oriented zones.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1480&year=2025,true
false,HB1477 HD1 SD1 CD1,RELATING TO SOCIAL SERVICES.,"MARTEN, AMATO, CHUN, COCHRAN, IWAMOTO, KAHALOA, KILA, KITAGAWA, LA CHICA, MATAYOSHI, MURAOKA, OLDS, PERRUSO, POEPOE, TAKAYAMA, TARNAS, TEMPLO","HHS, WAM","(H) 5/14/2025- Act 045, on 05/14/2025 (Gov. Msg. No. 1145).",Increases the domiciliary care rates for certain providers and clarifies that the needs allowance and domiciliary care rates are included in the state supplemental payment ceiling amounts.  Effective 10/1/2025.  (CD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1477&year=2025,true
false,HB1481,RELATING TO HUMAN REMAINS.,TAKENOUCHI,"HLT, CPC","(H) 1/27/2025- Referred to HLT, CPC, referral sheet 4","Requires any funeral establishment, mortuary, cemetery, crematory, or hydrolysis facility to dispose of the remains of a dead human body no later than sixty days from the date a burial-transit permit has been issued or from the date of an affidavit for amendment of the permit has been submitted.  Specifies that the Department of Health is not required to include specific disposition dates on the permit.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1481&year=2025,true
false,SB5 SD1,RELATING TO LEGISLATIVE VACANCIES.,INOUYE_ CHANG_ FUKUNAGA_ HASHIMOTO_ MCKELVEY_ RHOADS,LMG_ JHA,H 3/19/2025: The committee(s) on LMG recommend(s) that the measure be deferred.,Establishes that if a state legislative vacancy occurs due to the death or permanent incapacitation of the prior incumbent before a primary election_ but after the close of filing for that election_ and the prior incumbent was the only person whose name appeared on any ballot for that seat for that election_ the Governor's appointment of a replacement shall be valid for both the unexpired term and the next succeeding term.  Effective 1/1/2525.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=5&year=2025,true
false,SB6,RELATING TO NATURAL RESOURCE MANAGEMENT.,INOUYE_ CHANG,WTL/HWN_ JDC,S 1/16/2025: Referred to WTL/HWN_ JDC.,Clarifies that the Board of Land and Natural Resources' authority shall supersede the Mauna Kea Stewardship and Oversight Authority for all lands designated under the state conservation district; provided that the Board of Land and Natural Resources upholds its affirmative and non-transferable duty to protect the traditional and customary rights of native Hawaiians as articulated in the Hawaii State Constitution.  Clarifies that the natural resource management enforcement and emergency response over Mauna Kea lands shall remain the responsibility of the Division of Conservation and Resources Enforcement of the Department of Land and Natural Resources.  Takes effect 7/1/2026.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=6&year=2025,true
false,SB9,RELATING TO PLANT-BASED BUILDING MATERIALS.,INOUYE,HRE_ WAM,S 1/16/2025: Referred to HRE_ WAM.,Appropriates funds to the University of Hawaii for the establishment and administration of the Plant-Based Building Materials Working Group to study how best to develop the plant-based building materials industry in the State.  Requires a report to the Legislature.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=9&year=2025,true
false,SB8 SD1,RELATING TO JURY DUTY.,INOUYE_ CHANG_ HASHIMOTO_ MCKELVEY_ Fevella_ San Buenaventura,HHS_ JDC,S 2/6/2025: Report adopted; Passed Second Reading_ as amended (SD 1) and referred to JDC.,Beginning 1/1/2027_ allows an advanced practice registered nurse to claim exemption from service as a juror.  Effective 12/31/2050.  Sunsets 1/1/2032.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=8&year=2025,true
false,SB10,RELATING TO AIR FILTERS.,INOUYE_ CHANG_ Fevella,AEN_ CPN/JDC,S 1/24/2025: The committee on AEN deferred the measure.,Prohibits the sale and use of disposable air filters beginning January 1_ 2030.  Requires the State to establish reusable air filters as the new standard.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=10&year=2025,true
false,HB179,RELATING TO INCOME TAX.,"LAMOSAO, BELATTI, CHUN, EVSLIN, GRANDINETTI, KAHALOA, KAPELA, KILA, KITAGAWA, MARTEN, MIYAKE, OLDS, PERRUSO, POEPOE, QUINLAN, TAKENOUCHI, TAM, TODD","HSH, ECD, FIN","(H) 1/21/2025- Referred to HSH, ECD, FIN, referral sheet 1","Makes permanent the amendments made by Act 163, SLH 2023, to the state earned income tax credit and refundable food/excise tax credit.  Amends the income thresholds and credit amounts for the low-income household renters tax credit and refundable food/excise tax credit.  Amends the state earned income tax credit.  Applies to taxable years beginning after 12/31/2024.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=179&year=2025,true
false,SB11 SD2,RELATING TO VEGETATION MANAGEMENT NEAR UTILITY LINES.,INOUYE,WAL/PBS_ EEP_ FIN,H 3/13/2025: The committee(s) on WAL/PBS recommend(s) that the measure be deferred.,Requires the Department of Land and Natural Resources to create and annually update a wildfire hazard map.  Requires private and public property owners to trim grasses within certain proximities of public rights of way and utility lines_ enforced by the State Fire Marshal as to State-owned land and the applicable county fire department as to privately owned land.  Authorizes electric utility companies to enter private or public property to trim or remove hazardous vegetation.  Appropriates funds.  Effective 6/1/2050.  (SD2),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=11&year=2025,true
false,SB14,RELATING TO INSURANCE.,INOUYE,CPN_ JDC,S 1/16/2025: Referred to CPN_ JDC.,Beginning January 1_ 2026_ prohibits an insurer of property_ homeowner's_ or renter's insurance from increasing the premium for a policyholder's insurance policy upon renewal unless the insurer submits a report to the policyholder and Insurance Commissioner and receives approval from the Insurance Commissioner.  Establishes penalties.  Sunsets 1/1/2029.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=14&year=2025,true
true,SB12,RELATING TO NEONICOTINOIDS.,INOUYE_ CHANG_ MCKELVEY,AEN_ CPN/WAM,S 2/10/2025: The recommendation was not adopted.,Classifies neonicotinoid pesticides as restricted use pesticides and establishes a list of chemicals that shall belong to the neonicotinoid class of chemicals.  Prohibits the sale or use of seeds coated or treated with neonicotinoid pesticides.  Requires the Department of Agriculture to adopt rules that identify and regulate the most harmful neonicotinoid pesticide formulations and develop guidelines for safer alternatives.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=12&year=2025,true
false,HB10,RELATING TO TAXATION.,KONG,"HLT, CPC, FIN","(H) 1/21/2025- Referred to HLT, CPC, FIN, referral sheet 1",Excludes from the offense of unlawful shipment of tobacco products the direct sale of large cigars and pipe tobacco to adult consumers for personal use.  Effective 1/1/2026.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=10&year=2025,true
true,SB13 SD1,RELATING TO THE AQUACULTURE INVESTMENT TAX CREDIT.,INOUYE,AEN_ WAM,S 2/12/2025: Report adopted; Passed Second Reading_ as amended (SD 1) and referred to WAM.,For taxable years beginning after 12/31/2025_ establishes a 5-year aquaculture investment tax credit for taxpayers that incur qualifying investment costs relating to qualified aquaculture businesses.  Takes effect 7/1/2050.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=13&year=2025,true
false,HB7,RELATING TO ENVIRONMENT.,LOWEN,EEP,"(H) 1/21/2025- Referred to EEP, referral sheet 1",Short form bill relating to environment.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=7&year=2025,true
false,HB9,DESIGNATING HAWAII AS A PURPLE HEART STATE.,KONG,"PBS, CAA","(H) 1/21/2025- Referred to PBS, CAA, referral sheet 1",Designates Hawaii as a Purple Heart State.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=9&year=2025,true
false,SB15 SD1 HD2 CD1,RELATING TO HISTORIC PRESERVATION.,INOUYE,WAL_ JHA,H 6/6/2025: Notice of intent to veto (Gov. Msg. No. 1301),"Amends the definition of ""historic property"" to require that the property is over fifty years old and meets the criteria for inclusion in the Hawaii Register of Historic Places.  Excludes proposed projects on existing residential property and proposed projects that are in nominally sensitive areas from the State's Historic Preservation Program review_ under certain circumstances.  (CD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=15&year=2025,true
false,HB945,RELATING TO HOTELS.,"HUSSEY, GRANDINETTI, PERRUSO","TOU, JHA, CPC","(H) 1/23/2025- Referred to TOU, JHA, CPC, referral sheet 3","Requires a hotel to provide notification of a service disruption, or that a service disruption may occur, to all third-party vendors and prospective and current guests.  Prohibits a hotel from imposing any fee, penalty, or other charge, or retaining any deposit:  if before check-in, a guest cancels a reservation due to a service disruption, unless the hotel provided prior notice; or if the service disruption arises after check-in, regardless of whether the hotel provided prior notification.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=945&year=2025,true
false,SB18 SD1,RELATING TO HISTORIC PRESERVATION.,INOUYE_ CHANG_ DECORTE_ FEVELLA_ FUKUNAGA_ HASHIMOTO_ MCKELVEY_ SAN BUENAVENTURA_ Moriwaki,WTL/HWN_ WAM,S 2/14/2025: Report adopted; Passed Second Reading_ as amended (SD 1) and referred to WAM.,Appropriate funds into and out of the Hawaii Historic Preservation Special Fund for the State Historic Preservation Division to inventory historic properties and burial sites in the State_ collect data on burial site locations_ and conduct an archaeological survey necessary to compile the inventory.  Effective 7/1/2050.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=18&year=2025,true
true,HB1450 HD2 SD1,RELATING TO AGRICULTURAL CLIMATE RESILIENCY.,QUINLAN,"AEN, WAM",(H) 4/15/2025- Received notice of Senate conferees (Sen. Com. No. 788).,"Establishes a three-year Climate-Resilient Food Systems Grant Pilot Program, to be administered by the Department of Agriculture.  Requires reports to the Legislature.  Appropriates funds.  Effective 7/1/2050.  (SD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1450&year=2025,true
true,SB16,RELATING TO AQUARIUM FISH PERMITS.,INOUYE,WTL/AEN_ WAM,S 1/16/2025: Referred to WTL/AEN_ WAM.,Exempts persons engaging in aquaculture research from the aquarium fish permit requirement.  Defines aquaculture research.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=16&year=2025,true
true,HB189 HD1,RELATING TO AGRICULTURAL TOURISM.,"PERRUSO, GRANDINETTI, IWAMOTO, KAHALOA, MARTEN, SOUZA, TODD","AGR/TOU, WAL, JHA",(H) 2/6/2025- Passed Second Reading as amended in HD 1 and referred to the committee(s) on WAL with none voting aye with reservations; none voting no (0) and Representative(s) Ward excused (1).,"Requires the counties to adopt ordinances setting forth procedures and requirements for the review and permitting of agricultural tourism uses and activities as secondary uses, in addition to accessory uses, on a working farm or farming operation.  Requires the counties' ordinances to include requirements that:  the principal agricultural use on a working farm or farming operation preexists the issuance of any land use permit or building permit for any accessory and secondary use and agricultural tourism be allowed only on land on which productive agricultural use is occurring.  Effective 7/1/3000.  (HD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=189&year=2025,true
false,SB20,RELATING TO THE GREEN JOBS YOUTH CORPS.,INOUYE,WTL_ WAM,S 1/16/2025: Referred to WTL_ WAM.,Makes appropriations to the Department of Land and Natural Resources to continue the Green Jobs Youth Corps program.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=20&year=2025,true
true,SB22,RELATING TO FISHERIES.,INOUYE_ CHANG_ HASHIMOTO_ Moriwaki,WTL/AEN_ JDC,S 2/12/2025: The committee on AEN deferred the measure.,Exempts actions involving the operation and management of fisheries in the State from environmental review requirements.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=22&year=2025,true
true,SB19 SD1,RELATING TO THE DEPARTMENT OF LAND AND NATURAL RESOURCES.,INOUYE,WTL_ WAM,S 2/12/2025: Report adopted; Passed Second Reading_ as amended (SD 1) and referred to WAM.,Appropriates funds to establish positions within the Division of Aquatic Resources of the Department of Land and Natural Resources.  Effective 7/1/2050.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=19&year=2025,true
false,SB21 SD2 HD2,RELATING TO WATER CARRIERS.,INOUYE,TRN_ CPC_ FIN,S 4/25/2025: Conference committee meeting to reconvene on 04-25-25 5:15 PM; Conference Room 225.,Authorizes the Public Utilities Commission to establish_ no later than 7/1/2026_ a Water Carrier Inflationary Cost Index automatic adjustment mechanism and waive or exempt any water carrier from any requirement under the Hawaii Water Carrier Act.  Effective 7/1/3000.  (HD2),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=21&year=2025,true
